$VAR__
Name|Platform|Year|Publisher|Global_Sales
Samurai Jack: The Amulet of Time|GBA|2003|Zoo Digital Publishing|0.22
Vitamin X Evolution Plus|PSP|2010|D3Publisher|0.02
Walt Disney World Quest: Magical Racing Tour|PS|2000|Eidos Interactive|0.45
Squinkies|DS|2011|Activision|0.3
Onechanbara: Bikini Samurai Squad|X360|2006|D3Publisher|0.13
Puyo Puyo! 15th Anniversary|PSP|2007|Sega|0.02
The X-Factor|PS3|2010|Deep Silver|0.14
Worms 3D|GC|2003|Sega|0.07
EyeCreate|PS3|2007|Sony Computer Entertainment|0.1
Blade II|XB|2002|Activision|0.13
J-League Pro Striker 2|GEN|1994|Sega|0.04
Checkers|2600|1980|Atari|0.24
Mortal Kombat Kollection|PS2|2008|Midway Games|0.08
Magic Encyclopedia: Moonlight|DS|2010|Foreign Media Games|0.02
Simple DS Series Vol. 42: The Haioku Byoutou|DS|2008|D3Publisher|0.02
Ghostbusters II|2600|N/A|Activision|0.21
Famicom Mini: Makaimura|GBA|2004|Capcom|0.09
Me & My Katamari|PSP|2005|Namco Bandai Games|0.23
NFL Quarterback Club 99|N64|1998|Acclaim Entertainment|0.62
Naruto Shippuden: Clash of Ninja Revolution 3|Wii|2009|Nintendo|0.52
Harvey Birdman: Attorney at Law|PSP|2008|Capcom|0.09
Assassin's Creed: Unity|PS4|2014|Ubisoft|3.92
Bejeweled 3|PC|2010|PopCap Games|0.08
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna|DS|2010|Alchemist|0.03
SBK09 Superbike World Championship|PS3|2009|Black Bean Games|0.02
Super Mario Bros. 3|NES|1988|Nintendo|17.28
Metal Gear Solid V: Ground Zeroes|PS4|2014|Konami Digital Entertainment|1.28
The Legend of Zelda: Ocarina of Time|3DS|2011|Nintendo|4.21
The Monkey King: The Legend Begins|Wii|2007|Starfish|0.04
Call of Duty: World at War|Wii|2008|Activision|1.97
Bicycle Casino 2005|XB|2004|Zoo Digital Publishing|0.23
Armored Core|PS|1997|Sony Computer Entertainment|0.41
Digimon Rumble Arena 2|PS2|2004|Atari|0.09
Roogoo Twisted Towers|Wii|2009|SouthPeak Games|0.06
Ghostbusters: The Video Game|PSP|2009|Atari|0.18
Mister Mosquito|PS2|2001|Eidos Interactive|0.28
One Piece: Super Grand Battle! X|3DS|2014|Namco Bandai Games|0.12
Indy Racing 2000|N64|2000|Infogrames|0.1
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2|PS2|2008|Hackberry|0.05
Killzone: Shadow Fall|PS4|2013|Sony Computer Entertainment|2.58
Hail to the Chimp|X360|2008|Gamecock|0.06
Egg Mania: Eggstreme Madness|GC|2002|Kemco|0.01
Kingdom Hearts II|PS2|2005|Square Enix|4.33
Big Mountain 2000|N64|1998|Imagineer|0.03
M&Ms Shell Shocked|PS|2001|Berkeley|0.03
Sushi Go-Round|Wii|2010|Asylum Entertainment|0.05
Guitar Hero: Van Halen|PS3|2009|Activision|0.28
Monster Jam: Path of Destruction|PS3|2010|Activision|0.24
Genma Onimusha|XB|2002|Capcom|0.24
Animal Crossing: Happy Home Designer|3DS|2015|Nintendo|2.98
Penguin no Mondai: The World|DS|2010|Konami Digital Entertainment|0.1
ATV Quad Kings|Wii|2009|Zoo Digital Publishing|0.22
Transformers: Prime|3DS|2012|Activision|0.17
True Pinball|PS|1996|Ocean|0.04
Disney Infinity|Wii|2013|Disney Interactive Studios|1.73
Minecraft|PS3|2014|Sony Computer Entertainment|5.42
NCAA Football 99|PS|1998|Electronic Arts|1.06
Surf's Up|Wii|2007|Ubisoft|0.17
3rd Super Robot Wars Z: Tengoku-Hen|PSV|2015|Namco Bandai Games|0.19
Mobile Suit Gundam: Perfect One Year War|PS|1997|Namco Bandai Games|0.15
TigerShark|PS|1997|GT Interactive|0.07
Xiaolin Showdown|PSP|2006|Konami Digital Entertainment|0.06
Worms|X360|2007|Microsoft Game Studios|0.02
Worms Blast|GC|2002|Ubisoft|0.06
Dance Dance Revolution: Disney Grooves|Wii|2009|Konami Digital Entertainment|0.18
Dorabase DS: Dramatic Stadium|DS|2007|Namco Bandai Games|0.21
Bodycount|X360|2011|Codemasters|0.11
Jump Ultimate Stars|DS|2006|Nintendo|0.74
Persona 4: Arena|X360|2012|Atlus|0.13
FIFA Soccer 13|Wii|2012|Electronic Arts|0.72
The Walking Dead: Season One|X360|2012|Avanquest Software|0.75
Buzz! The Mega Quiz|PS2|2007|Sony Computer Entertainment|0.88
Sushi Go-Round|DS|2010|Asylum Entertainment|0.04
Virtua Tennis 3|X360|2007|Sega|0.05
Super Monkey Ball: Banana Blitz|Wii|2006|Sega|2.27
Ty the Tasmanian Tiger 3: Night of the Quinkan|XB|2005|Zoo Digital Publishing|0.02
Mario & Luigi: Partners in Time|DS|2005|Nintendo|1.34
Crime Scene|DS|2009|Nobilis|0.02
Dr. Mario|NES|1990|Nintendo|4.85
Bleach GC: Tasogare Ni Mamieru Shinigami|GC|2005|Sega|0.09
Phantom Crash|XB|2002|Phantagram|0.05
World Soccer Winning Eleven 9|XB|2005|Konami Digital Entertainment|0.44
Vitamin R|PSP|2013|D3Publisher|0.02
Tom Clancy's Splinter Cell: Double Agent|Wii|2006|Ubisoft|0.13
Tetris Attack|SNES|1995|Nintendo|0.15
futureU: The Prep Game for SAT|DS|2008|Aspyr|0.08
WWE SmackDown vs. Raw 2010|Wii|2009|THQ|0.75
Atelier Iris 2: The Azoth Of Destiny|PS2|2005|Tecmo Koei|0.06
Rock Band Track Pack Volume 2|PS2|2008|MTV Games|0.12
Dragon Ball GT: Final Bout|PS|1997|Namco Bandai Games|0.27
Mortal Kombat: Special Forces|PS|2000|Midway Games|0.21
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune|PSP|2012|Namco Bandai Games|0.17
Ikki Tousen: Eloquent Fist|PSP|2008|Marvelous Interactive|0.02
Thoroughbred Breeder II Plus|PS|1995|Hect|0.04
We Ski|Wii|2008|Namco Bandai Games|1.7
Blazblue: Continuum Shift Extend|PS3|2011|PQube|0.09
Catwoman|XB|2004|Electronic Arts|0.06
Miyako|PSP|2010|Idea Factory|0.02
God Eater Resurrection|PSV|2015|Namco Bandai Games|0.19
Yoshi Topsy-Turvy|GBA|2004|Nintendo|0.65
Pipe Mania|DS|2008|Empire Interactive|0.09
Fist of the North Star: Ken's Rage|X360|2010|Ubisoft Annecy|0.16
HatsuKare * Renai Debut Sengen!|PSP|2013|FuRyu|0.02
Sniper: Ghost Warrior 2|PC|2013|City Interactive|0.08
Nobunaga no Yabou: Tenshoki|SAT|1995|Tecmo Koei|0.11
TNN Motor Sports Hardcore 4x4|PS|1996|ASC Games|1.31
Call of Duty: Black Ops 3|X360|2015|Activision|1.76
Defiance|X360|2013|Trion Worlds|0.57
Marvel: Ultimate Alliance 2|Wii|2009|Activision|0.33
Assassin's Creed: Revelations|X360|2011|Ubisoft|4.19
Marvel vs. Capcom: Clash of Super Heroes|PS|1999|Capcom|0.78
Jump Super Stars|DS|2005|Nintendo|0.55
Zoobles! Spring to Life!|DS|2011|Activision|0.14
Swords|Wii|N/A|Unknown|0.04
Hasbro Family Game Night 3|PS3|2010|Electronic Arts|0.25
Bases Loaded '96: Double Header|PS|1995|Jaleco|0.5
Hitman: HD Trilogy|PS3|2013|Square Enix|0.22
Gundam Memories: Tatakai no Kioku|PSP|2011|Namco Bandai Games|0.12
Junior Classic Books & Fairytales|DS|2010|GSP|0.08
Starsky & Hutch|GC|2003|BAM! Entertainment|0.11
Petz Dogz Fashion|DS|2008|Ubisoft|0.84
My Fitness Coach 2: Exercise and Nutrition|Wii|2009|Black Bean Games|0.2
Naruto Shippuden: Ninja Council 4|DS|2007|Nintendo|0.23
Kaidan Restaurant: Ura Menu 100-Sen|DS|2010|Namco Bandai Games|0.08
Alien's Return|2600|1982|ITT Family Games|0.34
Just Dance 2016|PS4|2015|Ubisoft|0.35
Age of Empires III: Complete Collection|PC|2009|Microsoft Game Studios|0.17
Pro Yaky? Spirits 2013|PSV|2013|Konami Digital Entertainment|0.06
StarCraft|PC|1998|Activision|0.05
Scene It? Twilight|DS|2010|Konami Digital Entertainment|0.19
Pryzm Chapter One: The Dark Unicorn|PS2|2002|TDK Mediactive|0.12
Secret Agent Clank(US sales)|PSP|2008|Sony Computer Entertainment|0.55
Kane & Lynch 2: Dog Days|PS3|2010|Square Enix|0.59
IL-2 Sturmovik: Birds of Prey|DS|2009|505 Games|0.06
One Piece: Pirate Warriors 3|PS3|2015|Namco Bandai Games|0.29
Power Pro Kun Pocket 5|GBA|2003|Konami Digital Entertainment|0.26
Far Cry 4|PS3|2014|Ubisoft|1.44
Gardening Guide: How to get Green Fingers|DS|2009|Mindscape|0.01
Arkanoid DS|DS|2007|Square Enix|0.06
Tom Clancy's HAWX 2|PC|2010|Ubisoft|0.05
Mini Ninjas|DS|2009|Eidos Interactive|0.35
Rumble Roses XX|X360|2006|Konami Digital Entertainment|0.13
Just Dance: Disney Party|Wii|2012|Ubisoft|0.13
Journey|PS3|2012|Sony Computer Entertainment Europe|0.25
Tomb Raider II|PC|1997|Eidos Interactive|2.29
Teenage Mutant Ninja Turtles|Wii|2007|Konami Digital Entertainment|0.01
The Lord of the Rings: Conquest|DS|2009|Electronic Arts|0.11
USA Today Crossword Challenge|DS|2008|Destineer|0.12
Criticom|PS|1996|Vic Tokai|0.12
Starry ? Sky: After Summer|PSP|2013|Asgard|0.02
Bionicle|XB|2003|Electronic Arts|0.06
NBA 2K3|GC|2002|Sega|0.16
The Bard's Tale|PS2|2004|Ubisoft|0.21
J-League Pro Soccer Club o Tsukurou! 6: Pride of J|PSP|2009|Sega|0.16
Battlefield 1942|PC|2002|Electronic Arts|0.03
Oddworld: Abe's Oddysee|PS|1997|GT Interactive|1.24
Livly Garden|DS|2010|Marvelous Interactive|0.02
Doukyuusei|TG16|1995|NEC|0.14
WireWay|DS|2009|Konami Digital Entertainment|0.11
Madagascar: Escape 2 Africa|PS3|2008|Activision|0.23
Bolt|Wii|2008|Disney Interactive Studios|0.57
Dream Club Zero Portable|PSV|2011|D3Publisher|0.03
Flushed Away|DS|2006|D3Publisher|0.1
Ben 10: Alien Force|PS2|2008|Koch Media|0.57
Shining Soul|GBA|2002|Atari|0.14
The Lost World: Jurassic Park|PS|1997|Electronic Arts|1.02
Toshochu: Run for Money|3DS|2012|Namco Bandai Games|0.62
The Evil Within|PS4|2014|Bethesda Softworks|1.81
Breath of Fire: Dragon Quarter|PS2|2002|Capcom|0.19
Mace: The Dark Age|N64|1997|GT Interactive|0.19
River King: Mystic Valley (jp sales)|DS|2007|Rising Star Games|0.03
Wii Party U|WiiU|2013|Nintendo|1.77
Hakuouki: Shinsengumi Kitan|PS3|N/A|Unknown|0.01
The Simpsons: Road Rage|XB|2001|Electronic Arts|1.05
Alone in the Dark: The New Nightmare|PS|N/A|Infogrames|0.16
Lost in Blue 2|DS|2007|Konami Digital Entertainment|0.07
BeatMania IIDX 3rd Style|PS2|2000|Konami Digital Entertainment|0.05
Dark Parables: The Exiled Prince|PC|2011|Unknown|0.01
Football Manager 2010|PC|2009|Sega|0.07
Record of Lodoss War: Eiyuu Sensou|SCD|1994|Sega|0.06
Madden NFL 15|PS4|2014|Electronic Arts|2.03
Frogger|PS|1997|Hasbro Interactive|4.16
NASCAR Thunder 2002|PS|2001|Electronic Arts|0.42
Tony Hawk: Shred|Wii|2010|Activision|0.56
Untold Legends: The Warriors Code|PSP|2006|Ubisoft|0.33
SWAT 4|PC|2005|Vivendi Games|0.03
Lunar Legend|GBA|2002|Media Rings|0.19
Back to the Future: The Game|X360|2015|Telltale Games|0.03
Saru! Get You! Million Monkeys|PS2|N/A|Unknown|0.12
Tegami Bachi: Kokoro Tsumugu Mono e|PSP|2010|Konami Digital Entertainment|0.02
Diabolik Lovers: More Blood|PSV|2015|Idea Factory|0.02
Perfect Dark|N64|2000|Nintendo|2.52
Virtua Tennis 4|Wii|2011|Sega|0.15
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~|PS2|2006|Konami Digital Entertainment|0.04
Choro Q|PS2|2003|Zoo Digital Publishing|0.02
Overlord: Raising Hell|PS3|2008|Codemasters|0.13
NBA Jam 2002|GBA|2002|Acclaim Entertainment|0.11
Carmen Sandiego: The Secret of the Stolen Drums|GC|2004|BAM! Entertainment|0.02
North American Hunting Extravaganza|Wii|2008|Zushi Games|0.36
Anno 1701: Dawn of Discovery|DS|2007|Touchstone|0.14
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta|PSV|2012|Gust|0.1
Kirby Super Star|SNES|1996|Nintendo|1.44
Fire Emblem|GBA|2003|Nintendo|0.97
Astro Boy: The Video Game|PSP|2009|D3Publisher|0.04
NHL 09|PS2|2008|Electronic Arts|0.15
Mount & Blade: Warband|PC|2010|Paradox Interactive|0.02
Super Bomberman 5|SNES|1997|Hudson Soft|0.3
Super PickUps|Wii|2009|XS Games|0.01
Trigger Man|XB|2004|Crave Entertainment|0.05
Kaitou Rousseau|DS|2006|Namco Bandai Games|0.01
Pinobee: Wings of Adventure|GBA|2001|Hudson Entertainment|0.08
Gobliiins 4|PC|2009|Kalypso Media|0.01
Dragon Ball Z: Idainaru Dragon Ball Densetsu|SAT|1995|Namco Bandai Games|0.15
Twisted Metal: Head On|PSP|2005|Sony Computer Entertainment|0.77
The King of Fighters '99|PS|2000|SNK|0.11
Combat of Giants: Dinosaurs 3D|3DS|2011|Ubisoft|0.39
Transformers: Dark of the Moon - Autobots/Decepticons|DS|2011|Activision|0.46
Harvest Moon: Sunshine Islands|DS|2008|Rising Star Games|0.58
Tales of the Abyss|3DS|2011|Namco Bandai Games|0.82
The King of Fighters '94 (CD)|NG|1993|SNK|0.14
GRID Autosport|X360|2014|Codemasters|0.1
Love Live! School Idol Paradise|PSV|2014|Kadokawa Games|0.12
Need for Speed Underground|GBA|2003|Electronic Arts|0.29
Animal Crossing: New Leaf|3DS|2012|Nintendo|9.09
SX Superstar|XB|2003|Acclaim Entertainment|0.04
Darkstalkers 3|PS|1998|Capcom|0.19
One Piece Unlimited Cruise 2: Awakening of a Hero|Wii|2009|Namco Bandai Games|0.29
Alien Breed Trilogy|X360|2011|Mastertronic|0.03
FIFA Soccer 2003|GBA|2002|Electronic Arts|0.05
Congo Bongo|2600|1982|Sega|0.4
Ten Pin Alley 2|Wii|2008|XS Games|0.02
Ratchet & Clank: Going Commando (JP weekly sales)|PS2|2003|Sony Computer Entertainment|0.24
Bahamut Lagoon|SNES|1996|SquareSoft|0.62
Armored Core: Project Phantasma|PS|1997|From Software|0.28
Disney's Meet the Robinsons|X360|2007|Disney Interactive Studios|0.08
Reader Rabbit Kindergarten|DS|2008|Nordic Games|0.27
Disney's Magical Mirror Starring Mickey Mouse|GC|2002|Nintendo|0.19
SSX On Tour|PS2|2005|Electronic Arts|0.52
Super Mario 64|N64|1996|Nintendo|11.89
Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!|N64|2000|ChunSoft|0.37
Barbie Explorer|PS|2001|Unknown|0.14
SingStar Vol. 3|PS3|2008|Sony Computer Entertainment|0.14
Scooby-Doo! First Frights|Wii|2009|Warner Bros. Interactive Entertainment|0.99
Alvin and the Chipmunks: The Squeakquel|Wii|2009|Majesco Entertainment|0.1
Dig Dug: Digging Strike|DS|2005|Atari|0.06
Bust-A-Move 2 Arcade Edition|N64|1997|Acclaim Entertainment|0.08
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune|PS2|2008|Paon|0.06
Riven: The Sequel to Myst|PC|1997|Red Orb|2.43
Oil Rush|PC|2012|Iceberg Interactive|0.02
Ogre Battle 64: Person of Lordly Caliber|N64|1999|Nintendo|0.41
Kuroko's Basketball: Miracle Game|PSP|2012|Namco Bandai Games|0.11
Mafia|XB|2004|Take-Two Interactive|0.23
Dynasty Warriors DS: Fighter's Battle|DS|2007|Tecmo Koei|0.07
LittleBigPlanet Karting|PS3|2012|Sony Computer Entertainment|0.9
Pokemon HeartGold/Pokemon SoulSilver|DS|2009|Nintendo|11.9
Dogz|GBA|2004|Ubisoft|0.63
Twisted Metal: Small Brawl|PS|N/A|Unknown|0.18
Fate/Unlimited Codes Portable|PSP|2009|Capcom|0.05
Area 51|PS2|2005|Midway Games|0.45
Brothers Conflict: Brilliant Blue|PSP|2013|Idea Factory|0.03
Armed and Dangerous|XB|2003|LucasArts|0.13
Wallace & Gromit: Curse of the Were-Rabbit|XB|2005|Konami Digital Entertainment|0.01
Tomb Raider: Underworld|DS|2008|Eidos Interactive|0.2
Zombie Hunters 2|PS2|2006|Essential Games|0.02
Medal of Honor: Rising Sun|XB|2003|Electronic Arts|1.17
Final Fantasy Tactics: The War of the Lions|PSP|2007|Square Enix|1.16
Petz Bunnyz Bunch|DS|2011|Ubisoft|0.06
Happy Feet|DS|2006|Midway Games|0.31
Transworld Surf|PS2|2002|Atari|0.19
Mobile Light Force 2|PS2|2002|Taito|0.11
Tales of Vesperia|PS3|2009|Namco Bandai Games|0.45
Time Hollow|DS|2008|Konami Digital Entertainment|0.16
Resident Evil 4 HD|XOne|2016|Capcom|0.01
Pro Yakyuu Family Stadium '88|NES|1988|Namco Bandai Games|1.18
Slayers|SNES|1994|Banpresto|0.12
Command & Conquer: Red Alert 3 Ultimate Edition|PS3|2009|Electronic Arts|0.37
Who Wants to be a Millionaire: 1st Edition|DS|2007|Ubisoft|0.04
The Legend of Alon D'ar|PS2|2001|Ubisoft|0.08
J-League Pro Soccer Club o Tsukurou '04|PS2|2004|Sega|0.36
Higurashi no Naku Koro ni Iki|PSV|2015|Kaga Create|0.03
WWE SmackDown vs. Raw 2010|DS|2009|THQ|0.54
Rugby 08|PS2|2007|Electronic Arts|0.04
Digimon Adventure|PSP|2013|Namco Bandai Games|0.1
Call of Duty: Advanced Warfare|XOne|2014|Activision|5.13
Spartan: Total Warrior|XB|2005|Sega|0.13
War Leaders: Clash of Nations|PC|2009|CDV Software Entertainment|0.02
K-1 Revenge|PS|1997|Xing Entertainment|0.24
Zumba Fitness Rush|X360|2012|505 Games|0.19
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures|GBA|2007|THQ|1.76
Contra 4|DS|2007|Konami Digital Entertainment|0.31
Mystery Case Files: Ravenhearst|PC|2007|Focus Home Interactive|0.03
Stranglehold|PS3|2007|Midway Games|0.3
DoraMoji: Nobita no Kanji Daisakusen|3DS|2015|Shogakukan|0.03
Star Wars Episode 1: Jedi Power Battles|PS|1999|LucasArts|1.21
A. IV Evolution: A Ressha de Ikou 4|PS|1994|ArtDink|0.25
Tiger Woods PGA Tour 09|PS2|2008|Electronic Arts|0.37
Dark Summit|GC|2002|THQ|0.05
Ninja Gaiden Sigma|PSV|2012|Tecmo Koei|0.27
Scooby-Doo! Unmasked|XB|2005|THQ|0.08
Beyond: Two Souls|PS3|2013|Sony Computer Entertainment|1.79
Need for Speed: Shift|PSP|2009|Electronic Arts|0.76
Final Fantasy IV|DS|2007|Square Enix|1.26
NBA Street: Showdown|PSP|2005|Electronic Arts|0.23
Thunderstrike: Operation Phoenix|PS2|2001|Eidos Interactive|0.34
Ship Simulator Extremes|PC|2010|Paradox Interactive|0.05
The Heavy Rain and Beyond: Two Souls Collection|PS4|2016|Sony Computer Entertainment|0.19
Densha De Go! 64|N64|1999|Taito|0.12
NHL Breakaway 99|N64|1998|Acclaim Entertainment|0.08
Pirates of the Caribbean|XB|2003|Ubisoft|0.29
Forgotten Realms: Demon Stone|PS2|2004|Atari|0.2
Imagine: Figure Skater (US sales)|DS|2007|Ubisoft|0.47
Monster High: New Ghoul in School|PS3|2015|Little Orbit|0.07
Ms. Pac-Man: Maze Madness|N64|2000|Namco Bandai Games|0.22
Battle Stations|PS|1997|Electronic Arts|0.78
Hero Bank|3DS|2014|Sega|0.07
Wreckless: ThE YaKuza MisSiOns|PS2|2002|Activision|0.22
Ephemeral Fantasia|PS2|2000|Konami Digital Entertainment|0.08
Rising Zan: The Samurai Gunman|PS|1998|Agetec|0.02
Pokemon Channel|GC|2003|Nintendo|0.38
Boing! Docomodake DS|DS|2007|Ignition Entertainment|0.05
Murdered: Soul Suspect|PC|2014|Square Enix|0.06
The Daring Game for Girls|DS|N/A|Unknown|0.12
Darksiders II|PS3|2012|THQ|0.86
Backyard Baseball|GBA|2002|Atari|0.43
Trine 2|WiiU|2012|Atlus|0.03
The King of Fighters 2002: Unlimited Match|PS2|2009|SNK Playmore|0.04
Mana Khemia 2: Fall of Alchemy|PS2|2008|Gust|0.2
The Book of Unwritten Tales 2|WiiU|2016|Nordic Games|0.01
The Legend of Zelda: Twilight Princess HD|WiiU|2016|Nintendo|0.94
Sekirei: Mirai Kara no Okurimono|PS2|2009|Alchemist|0.01
Leisure Suit Larry: Magna Cum Laude|XB|2004|Vivendi Games|0.17
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7|PS3|2015|Namco Bandai Games|0.02
Lost Heroes|3DS|2012|Namco Bandai Games|0.09
Disney's DuckTales|NES|1989|Capcom|1.67
NCAA Football 11|PS3|2010|Electronic Arts|0.84
Naruto: Ultimate Ninja|PS2|2003|Atari|0.61
OutRun 2|XB|2004|Sega|0.14
BeatMania|PS2|2006|Konami Digital Entertainment|0.07
DiRT|PC|2007|Codemasters|0.02
Iridion II|GBA|2003|Vivendi Games|0.13
NBA in the Zone 2000|N64|2000|Konami Digital Entertainment|0.04
Jewel Time Deluxe|DS|2011|O-Games|0.07
Star Wars: The Force Unleashed II|PC|2010|LucasArts|0.03
World Soccer Winning Eleven 5 Final Evolution|PS2|2001|Konami Digital Entertainment|0.45
Hannah Montana: Spotlight World Tour|PS2|2008|Disney Interactive Studios|0.28
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack|PS3|2011|Namco Bandai Games|0.22
SX Superstar|GC|2003|Acclaim Entertainment|0.03
MRC: Multi-Racing Championship|N64|1997|Ocean|0.25
Trauma Center: Second Opinion|Wii|2006|Nintendo|0.35
MLB Front Office Manager|X360|2009|Take-Two Interactive|0.07
Sky Gunner|PS2|2001|Sony Computer Entertainment|0.07
Fishing Resort|Wii|2011|Namco Bandai Games|0.42
Resonance of Fate|PS3|2010|Sega|0.74
Micro Machines|PS2|2002|Atari|0.14
LEGO The Hobbit|PC|2014|Warner Bros. Interactive Entertainment|0.05
NHL 2K6|PS2|2005|Take-Two Interactive|0.42
Phantom Breaker|X360|2011|5pb|0.04
LEGO Batman: The Videogame|X360|2008|Warner Bros. Interactive Entertainment|3.38
Cool Boarders 2|PS|1997|UEP Systems|2.25
Luxor: The Wrath of Set|PSP|2006|Mumbo Jumbo|0.02
Kuroko's Basketball: Ties to Future|3DS|2015|Namco Bandai Games|0.08
Apex|XB|2003|Atari|0.14
Wakeboarding Unleashed Featuring Shaun Murray|XB|2003|Activision|0.05
Virtua Tennis 2009|Wii|2009|Sega|0.38
Wu-Tang: Shaolin Style|PS|1998|Activision|0.48
PoPoLoCrois|PSP|2005|Ignition Entertainment|0.06
Mario Sports Mix|Wii|2010|Nintendo|2.11
Start the Party!|PS3|2010|Sony Computer Entertainment|0.64
Jampack Summer 2002|PS2|2002|Sony Computer Entertainment|0.57
Namco Museum Battle Collection (JP sales)|PSP|2005|Sony Computer Entertainment|0.02
Petz Bunnyz|DS|2008|Ubisoft|0.43
StarBlade α|PS|1995|Sony Computer Entertainment|0.16
Star Wars: The Force Unleashed|X360|2008|LucasArts|2.8
Need for Speed: Most Wanted|DS|2005|Electronic Arts|0.27
Grand Theft Auto: Liberty City Stories|PSP|2005|Take-Two Interactive|7.72
Little Busters! Converted Edition|PS2|2009|Prototype|0.05
My Body Coach|Wii|2009|Big Ben Interactive|0.05
Summer Athletics 2009|X360|2009|49Games|0.04
From Russia With Love|PS2|2005|Electronic Arts|0.41
NHL 2K6|X360|2005|Take-Two Interactive|0.1
Tour de France 2011|X360|N/A|Focus Home Interactive|0.05
Freekstyle|GC|2002|Electronic Arts|0.09
Majesty 2: The Fantasy Kingdom Sim|PC|2009|Paradox Interactive|0.02
Datenshi no Amai Yuuwaku x Kaikan Phrase|DS|2010|FuRyu|0.01
Kamen Rider: Battride War II|WiiU|2014|Namco Bandai Games|0.02
Harvest Moon: Tree of Tranquility|Wii|2007|Rising Star Games|0.84
Insecticide|DS|2008|Gamecock|0.07
Nobunaga's Ambition II|3DS|2015|Tecmo Koei|0.04
Dynasty Warriors: Gundam 2|PS2|2008|Namco Bandai Games|0.34
Rocket Power: Dream Scheme|GBA|2001|THQ|0.4
Soul Edge|PS|1996|Sony Computer Entertainment|1.59
Test Drive|PS2|2002|Atari|1.34
Ape Escape 2|PS2|2002|Sony Computer Entertainment|0.63
Catwoman|GC|2004|Electronic Arts|0.07
Altered Beast: Guardian of the Realms|GBA|2002|THQ|0.09
LEGO Jurassic World|XOne|2015|Warner Bros. Interactive Entertainment|0.63
Puzzle Kingdoms|Wii|2009|Zoo Digital Publishing|0.12
Super Mario Land 2: 6 Golden Coins|GB|1992|Nintendo|11.18
Gunblade NY & L.A. Machineguns Arcade Hits Pack|Wii|2010|Sega|0.08
Wayne Gretzky's 3D Hockey|N64|1996|Nintendo|0.53
Broken Sword: Shadows of the Templars - The Director's Cut|DS|2009|Ubisoft|0.17
Hellgate: London|PC|2007|Electronic Arts|0.02
The Chronicles of Narnia: The Lion, The Witch and The Wardrobe|XB|2005|Disney Interactive Studios|0.2
L.G.S: Shinsetsu Houshinengi|PSP|2012|Idea Factory|0.02
Herc's Adventures|PS|1997|Virgin Interactive|0.04
Adventure Time: The Secret of the Nameless Kingdom|X360|2014|Little Orbit|0.09
Dead or Alive 2|DC|2000|Acclaim Entertainment|0.14
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen|PS3|2010|Konami Digital Entertainment|0.23
Salt Lake 2002|GBA|2002|Ubisoft|0.06
Star Wars: The Force Unleashed II|PS3|2010|LucasArts|1.55
